home_player,away_player,sets,resulthome,resultaway,match_number
Frank László,Harkányi Ábel,[],3,0,1
Frank László,Stefán Bence,[],3,0,5
Frank László,Benczik Vivien,[],3,1,9
Frank László,Király Attila,[],3,0,13
Kemenczés Zsolt,Harkányi Ábel,[],3,1,14
Kemenczés Zsolt,Stefán Bence,[],3,0,2
Kemenczés Zsolt,Benczik Vivien,[],3,1,6
Kemenczés Zsolt,Király Attila,[],3,0,10
Bartus Csaba,Harkányi Ábel,[],3,1,11
Bartus Csaba,Stefán Bence,[],0,3,15
Bartus Csaba,Benczik Vivien,[],3,0,3
Bartus Csaba,Király Attila,[],3,1,7
Béniám Krisztián,Harkányi Ábel,[],3,2,8
Béniám Krisztián,Stefán Bence,[],3,0,12
Béniám Krisztián,Benczik Vivien,[],1,3,16
Béniám Krisztián,Király Attila,[],3,1,4
