home_player,away_player,sets,resulthome,resultaway,match_number
Horváth Tamás,Göndöcs Zoltán,[],3,0,1
Horváth Tamás,Csaba Zoltán,[],2,3,5
Horváth Tamás,Nagy Attila,[],0,3,9
Horváth Tamás,Mannah Kinán dr,[],1,3,13
Gombos Ákos,Göndöcs Zoltán,[],3,2,14
Gombos Ákos,Csaba Zoltán,[],0,3,2
Gombos Ákos,Nagy Attila,[],1,3,6
Gombos Ákos,Mannah Kinán dr,[],0,3,10
Frei Péter,Göndöcs Zoltán,[],3,1,11
Frei Péter,Csaba Zoltán,[],1,3,15
Frei Péter,Nagy Attila,[],0,3,3
Frei Péter,Mannah Kinán dr,[],3,2,7
Juhász László,Göndöcs Zoltán,[],3,0,8
Juhász László,Csaba Zoltán,[],3,1,12
Juhász László,Nagy Attila,[],3,0,16
Juhász László,Mannah Kinán dr,[],3,1,4
