home_player,away_player,sets,resulthome,resultaway,match_number
Borbély János,Turkovics Kornél,[],2,3,1
Borbély János,Hiriczkó Ede,[],3,1,5
Borbély János,Sághi József,[],0,3,9
Borbély János,Bíró László,[],1,3,13
Dezsényiné Horgos Barbara,Turkovics Kornél,[],0,3,14
Dezsényiné Horgos Barbara,Hiriczkó Ede,[],2,3,2
Dezsényiné Horgos Barbara,Sághi József,[],3,1,6
Dezsényiné Horgos Barbara,Bíró László,[],1,3,10
Kádár Péter dr.,Turkovics Kornél,[],0,3,11
Kádár Péter dr.,Hiriczkó Ede,[],0,3,15
Kádár Péter dr.,Sághi József,[],0,3,3
Kádár Péter dr.,Bíró László,[],0,3,7
Somogyi Roland,Turkovics Kornél,[],3,0,8
Somogyi Roland,Hiriczkó Ede,[],1,3,12
Somogyi Roland,Sághi József,[],3,0,16
Somogyi Roland,Bíró László,[],0,3,4
