home_player,away_player,sets,resulthome,resultaway,match_number
Nozicska József,Juhász-Vedres Sándor ifj.,[],3,2,1
Nozicska József,Sipos Zoltán,[],3,1,5
Nozicska József,Arlóy Zsófia,[],3,0,9
Nozicska József,Pósfai László,[],3,1,13
Kovács Attila,Juhász-Vedres Sándor ifj.,[],3,1,14
Kovács Attila,Sipos Zoltán,[],3,1,2
Kovács Attila,Arlóy Zsófia,[],3,1,6
Kovács Attila,Pósfai László,[],1,3,10
Nyírő Zsolt,Juhász-Vedres Sándor ifj.,[],0,3,11
Nyírő Zsolt,Sipos Zoltán,[],0,3,15
Nyírő Zsolt,Arlóy Zsófia,[],1,3,3
Nyírő Zsolt,Pósfai László,[],2,3,7
Balázs Árpád,Juhász-Vedres Sándor ifj.,[],2,3,8
Balázs Árpád,Sipos Zoltán,[],2,3,12
Balázs Árpád,Arlóy Zsófia,[],3,1,16
Balázs Árpád,Pósfai László,[],1,3,4
