home_player,away_player,sets,resulthome,resultaway,match_number
Stircz Kristóf,Frecska Sándor,[],3,1,1
Stircz Kristóf,Hegyi László,[],1,3,5
Stircz Kristóf,Georgopulosz Vaszilisz,[],3,1,9
Stircz Kristóf,Zsigmond Olivér dr.,[],3,0,13
Kisvarga Benjámin,Frecska Sándor,[],3,1,14
Kisvarga Benjámin,Hegyi László,[],1,3,2
Kisvarga Benjámin,Georgopulosz Vaszilisz,[],3,2,6
Kisvarga Benjámin,Zsigmond Olivér dr.,[],3,2,10
Andrasek Attila,Frecska Sándor,[],3,2,11
Andrasek Attila,Hegyi László,[],0,3,15
Andrasek Attila,Georgopulosz Vaszilisz,[],2,3,3
Andrasek Attila,Zsigmond Olivér dr.,[],3,1,7
Steinbach Roland,Frecska Sándor,[],3,1,8
Steinbach Roland,Hegyi László,[],0,3,12
Steinbach Roland,Georgopulosz Vaszilisz,[],2,3,16
Steinbach Roland,Zsigmond Olivér dr.,[],0,3,4
