home_player,away_player,sets,resulthome,resultaway,match_number
Matulai Csaba,Kovács Zoltán,[],3,0,1
Matulai Csaba,Németh Dávid,[],3,1,5
Matulai Csaba,Novothny-Farkas Csaba,[],3,1,9
Matulai Csaba,Csikos Ferenc,[],2,3,13
Szabó Tamás,Kovács Zoltán,[],3,0,14
Szabó Tamás,Németh Dávid,[],3,2,2
Szabó Tamás,Novothny-Farkas Csaba,[],3,1,6
Szabó Tamás,Csikos Ferenc,[],2,3,10
Cseri Dániel,Kovács Zoltán,[],3,0,11
Cseri Dániel,Németh Dávid,[],3,1,15
Cseri Dániel,Novothny-Farkas Csaba,[],3,0,3
Cseri Dániel,Csikos Ferenc,[],0,3,7
Farkas Tamás,Kovács Zoltán,[],3,0,8
Farkas Tamás,Németh Dávid,[],3,2,12
Farkas Tamás,Novothny-Farkas Csaba,[],1,3,16
Farkas Tamás,Csikos Ferenc,[],0,3,4
