home_player,away_player,sets,resulthome,resultaway,match_number
Kovács Szilárd,Krebs  Levente,[],3,2,1
Kovács Szilárd,Vida Dávid,[],0,3,5
Kovács Szilárd,Keresztény Ádám,[],0,3,9
Kovács Szilárd,Castillo-Hoós Marcell,[],0,3,13
Kirchmayer Richárd,Krebs  Levente,[],3,0,14
Kirchmayer Richárd,Vida Dávid,[],1,3,2
Kirchmayer Richárd,Keresztény Ádám,[],3,1,6
Kirchmayer Richárd,Castillo-Hoós Marcell,[],1,3,10
Szabó József,Krebs  Levente,[],3,1,11
Szabó József,Vida Dávid,[],0,3,15
Szabó József,Keresztény Ádám,[],2,3,3
Szabó József,Castillo-Hoós Marcell,[],3,2,7
László Imre,Krebs  Levente,[],2,3,8
László Imre,Vida Dávid,[],1,3,12
László Imre,Keresztény Ádám,[],0,3,16
László Imre,Castillo-Hoós Marcell,[],0,3,4
