home_player,away_player,sets,resulthome,resultaway,match_number
Molnár Tibor,Hegyi László,"['8-11', '6-11', '11-8', '14-12']",3,2,1
Molnár Tibor,Németh Ádám dr.,"['6-11', '6-11', '13-15']",0,3,5
Molnár Tibor,Frecska Sándor,[],1,3,9
Molnár Tibor,Zsigmond Olivér dr.,[],1,3,13
Pecsenyánszky István,Hegyi László,"['7-11', '11-8', '12-10']",3,1,14
Pecsenyánszky István,Németh Ádám dr.,[],3,2,2
Pecsenyánszky István,Frecska Sándor,[],3,2,6
Pecsenyánszky István,Zsigmond Olivér dr.,"['6-11', '9-11', '9-11']",0,3,10
Tóth Tamás,Hegyi László,[],3,0,11
Tóth Tamás,Németh Ádám dr.,[],1,3,15
Tóth Tamás,Frecska Sándor,[],2,3,3
Tóth Tamás,Zsigmond Olivér dr.,"['4-11', '11-8', '10-12', '7-11']",1,3,7
Sramkó László,Hegyi László,"['3-11', '5-11', '11-9', '11-6']",2,3,8
Sramkó László,Németh Ádám dr.,"['5-11', '11-7', '11-6', '10-12']",3,2,12
Sramkó László,Frecska Sándor,[],3,0,16
Sramkó László,Zsigmond Olivér dr.,"['6-11', '4-11', '13-15']",0,3,4
