home_player,away_player,sets,resulthome,resultaway,match_number
Samu Zoltán,Populás György,[],3,1,1
Samu Zoltán,Tar Csaba,[],3,0,5
Samu Zoltán,Kávássy Lóránd,[],3,0,9
Samu Zoltán,Zacher Gizella,[],3,0,13
Kajcsa Tamás,Populás György,[],3,0,14
Kajcsa Tamás,Tar Csaba,[],3,0,2
Kajcsa Tamás,Kávássy Lóránd,[],1,3,6
Kajcsa Tamás,Zacher Gizella,[],3,0,10
Shan Xianyi,Populás György,[],3,0,11
Shan Xianyi,Tar Csaba,[],3,1,15
Shan Xianyi,Kávássy Lóránd,[],2,3,3
Shan Xianyi,Zacher Gizella,[],3,1,7
Deliagosz Sztamatisz András,Populás György,[],3,2,8
Deliagosz Sztamatisz András,Tar Csaba,[],3,1,12
Deliagosz Sztamatisz András,Kávássy Lóránd,[],2,3,16
Deliagosz Sztamatisz András,Zacher Gizella,[],3,2,4
