home_player,away_player,sets,resulthome,resultaway,match_number
Kávássy Lóránd,Molnár László,"['11-7', '11-6', '9-11', '13-15']",3,2,1
Kávássy Lóránd,Szekulesz Péter,"['9-11', '6-11', '11-7', '9-11']",1,3,5
Kávássy Lóránd,Takáts Fanni dr.,"['11-8', '7-11', '9-11', '1-11']",1,3,9
Kávássy Lóránd,Kálnoky Diána Tímea,"['11-4', '7-11', '11-5', '11-6']",3,1,13
Populás György,Molnár László,"['8-11', '11-8', '8-11', '11-9']",3,2,14
Populás György,Szekulesz Péter,"['11-6', '11-7', '11-7']",3,0,2
Populás György,Takáts Fanni dr.,"['11-9', '8-11', '13-11', '14-12']",3,1,6
Populás György,Kálnoky Diána Tímea,"['6-11', '11-7', '6-11', '11-5']",3,2,10
Pallagi Zoltán,Molnár László,"['11-8', '11-7', '12-14', '11-3']",3,1,11
Pallagi Zoltán,Szekulesz Péter,"['6-11', '5-11', '4-11']",0,3,15
Pallagi Zoltán,Takáts Fanni dr.,"['7-11', '7-11', '8-11']",0,3,3
Pallagi Zoltán,Kálnoky Diána Tímea,"['7-11', '11-13', '6-11']",0,3,7
Szűcs Krisztián,Molnár László,"['11-7', '11-7', '7-11', '5-11']",3,2,8
Szűcs Krisztián,Szekulesz Péter,"['11-4', '11-4', '12-10']",3,0,12
Szűcs Krisztián,Takáts Fanni dr.,"['2-11', '11-8', '11-6', '10-12']",3,2,16
Szűcs Krisztián,Kálnoky Diána Tímea,"['11-8', '9-11', '11-8', '11-7']",3,1,4
