home_player,away_player,sets,resulthome,resultaway,match_number
Szalay József,Bősz Gábor,"['11-4', '6-11', '11-7', '11-6']",3,1,1
Szalay József,Kakas Norbert,"['11-8', '11-9', '11-8']",3,0,5
Szalay József,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,9
Szalay József,Soproni József,"['11-6', '12-10', '11-6']",3,0,13
Nyári Lajos,Bősz Gábor,"['11-1', '11-6', '11-5']",3,0,14
Nyári Lajos,Kakas Norbert,"['4-11', '11-6', '6-11', '11-9']",2,3,2
Nyári Lajos,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,6
Nyári Lajos,Soproni József,"['7-11', '6-11', '11-9', '11-13']",1,3,10
Marosi Katalin,Bősz Gábor,"['11-6', '11-9', '11-3']",3,0,11
Marosi Katalin,Kakas Norbert,"['7-11', '11-7', '13-11', '11-8']",3,1,15
Marosi Katalin,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,3
Marosi Katalin,Soproni József,"['9-11', '11-9', '6-11', '6-11']",1,3,7
Lehoczki Martin,Bősz Gábor,"['11-2', '13-15', '11-4', '11-9']",3,1,8
Lehoczki Martin,Kakas Norbert,"['11-5', '11-9', '11-7']",3,0,12
Lehoczki Martin,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,16
Lehoczki Martin,Soproni József,"['11-7', '7-11', '11-7', '6-11']",2,3,4
