home_player,away_player,sets,resulthome,resultaway,match_number
Takács  Attila,Kapuszta Csaba,[],3,2,1
Takács  Attila,Kálnoky Zoltán,[],3,1,5
Takács  Attila,Szabó András,[],3,1,9
Takács  Attila,Vágott János dr,[],0,3,13
Tóth Gyula,Kapuszta Csaba,[],3,0,14
Tóth Gyula,Kálnoky Zoltán,[],3,2,2
Tóth Gyula,Szabó András,[],0,3,6
Tóth Gyula,Vágott János dr,[],1,3,10
Takács-Szentiványi Ildikó,Kapuszta Csaba,[],0,3,11
Takács-Szentiványi Ildikó,Kálnoky Zoltán,[],0,3,15
Takács-Szentiványi Ildikó,Szabó András,[],0,3,3
Takács-Szentiványi Ildikó,Vágott János dr,[],0,3,7
Takács Lajos,Kapuszta Csaba,[],2,3,8
Takács Lajos,Kálnoky Zoltán,[],3,1,12
Takács Lajos,Szabó András,[],1,3,16
Takács Lajos,Vágott János dr,[],1,3,4
