home_player,away_player,sets,resulthome,resultaway,match_number
Andráska Zoltán,Ürge Krisztián,[],1,3,1
Andráska Zoltán,Végh Imre,[],3,1,5
Andráska Zoltán,Bercsényi Marcell,[],0,3,9
Andráska Zoltán,Brázai Balázs Botond,[],1,3,13
Barkóczi Attila,Ürge Krisztián,[],3,1,14
Barkóczi Attila,Végh Imre,[],3,0,2
Barkóczi Attila,Bercsényi Marcell,[],3,1,6
Barkóczi Attila,Brázai Balázs Botond,[],2,3,10
Forgács László,Ürge Krisztián,[],2,3,11
Forgács László,Végh Imre,[],3,0,15
Forgács László,Bercsényi Marcell,[],3,1,3
Forgács László,Brázai Balázs Botond,[],3,0,7
Csonka Zoltán,Ürge Krisztián,[],3,0,8
Csonka Zoltán,Végh Imre,[],3,0,12
Csonka Zoltán,Bercsényi Marcell,[],3,0,16
Csonka Zoltán,Brázai Balázs Botond,[],3,0,4
