home_player,away_player,sets,resulthome,resultaway,match_number
Frei Péter,Klampár Tibor ifj.,[],0,3,1
Frei Péter,Németh Roland,[],2,3,5
Frei Péter,Ondré János,[],3,2,9
Frei Péter,Bakó Endre,[],3,0,13
Endrédy Miklós,Klampár Tibor ifj.,[],0,3,14
Endrédy Miklós,Németh Roland,[],2,3,2
Endrédy Miklós,Ondré János,[],3,2,6
Endrédy Miklós,Bakó Endre,[],1,3,10
Nagy József,Klampár Tibor ifj.,[],0,3,11
Nagy József,Németh Roland,[],0,3,15
Nagy József,Ondré János,[],3,1,3
Nagy József,Bakó Endre,[],3,2,7
Szőnyegi Szilvia,Klampár Tibor ifj.,[],0,3,8
Szőnyegi Szilvia,Németh Roland,[],0,3,12
Szőnyegi Szilvia,Ondré János,[],3,2,16
Szőnyegi Szilvia,Bakó Endre,[],3,1,4
