home_player,away_player,sets,resulthome,resultaway,match_number
Kelemen József id.,Halász András,[],2,3,1
Kelemen József id.,Koronváry Miklós,[],3,1,5
Kelemen József id.,Komár János,[],0,3,9
Kelemen József id.,Pósfai László,[],0,3,13
Gulyás István,Halász András,[],3,1,14
Gulyás István,Koronváry Miklós,[],3,0,2
Gulyás István,Komár János,[],2,3,6
Gulyás István,Pósfai László,[],1,3,10
Szőke Ferenc,Halász András,[],0,3,11
Szőke Ferenc,Koronváry Miklós,[],3,0,15
Szőke Ferenc,Komár János,[],0,3,3
Szőke Ferenc,Pósfai László,[],0,3,7
Kelemen József ifj.,Halász András,[],3,1,8
Kelemen József ifj.,Koronváry Miklós,[],3,0,12
Kelemen József ifj.,Komár János,[],1,3,16
Kelemen József ifj.,Pósfai László,[],1,3,4
