home_player,away_player,sets,resulthome,resultaway,match_number
Szalay József,Kiss György,[],3,0,1
Szalay József,Nozicska József,[],0,3,5
Szalay József,Csikos Ferenc,[],0,3,9
Szalay József,Nemes Gábor,[],0,3,13
Bercsényi Marcell,Kiss György,[],3,0,14
Bercsényi Marcell,Nozicska József,[],3,2,2
Bercsényi Marcell,Csikos Ferenc,[],1,3,6
Bercsényi Marcell,Nemes Gábor,[],0,3,10
Brázai Balázs Botond,Kiss György,[],2,3,11
Brázai Balázs Botond,Nozicska József,[],0,3,15
Brázai Balázs Botond,Csikos Ferenc,[],0,3,3
Brázai Balázs Botond,Nemes Gábor,[],0,3,7
Horváth Tamás,Kiss György,[],3,1,8
Horváth Tamás,Nozicska József,[],1,3,12
Horváth Tamás,Csikos Ferenc,[],0,3,16
Horváth Tamás,Nemes Gábor,[],1,3,4
