home_player,away_player,sets,resulthome,resultaway,match_number
Borsos András,Kovács Ádám,[],1,3,1
Borsos András,Juhász-Vedres Sándor,[],1,3,5
Borsos András,Palágyi Imre ifj.,[],3,1,9
Borsos András,Juhász-Vedres Sándor ifj.,[],1,3,13
Novák Laura,Kovács Ádám,[],2,3,14
Novák Laura,Juhász-Vedres Sándor,[],0,3,2
Novák Laura,Palágyi Imre ifj.,[],3,2,6
Novák Laura,Juhász-Vedres Sándor ifj.,[],0,3,10
Bódis Attila,Kovács Ádám,[],3,0,11
Bódis Attila,Juhász-Vedres Sándor,[],3,1,15
Bódis Attila,Palágyi Imre ifj.,[],3,0,3
Bódis Attila,Juhász-Vedres Sándor ifj.,[],1,3,7
Bódis Ádám,Kovács Ádám,[],2,3,8
Bódis Ádám,Juhász-Vedres Sándor,[],0,3,12
Bódis Ádám,Palágyi Imre ifj.,[],3,2,16
Bódis Ádám,Juhász-Vedres Sándor ifj.,[],0,3,4
