home_player,away_player,sets,resulthome,resultaway,match_number
Szandi Nándor Mihály,Pillinger János,"['11-3', '9-11', '11-8', '11-5']",3,1,1
Szandi Nándor Mihály,Szimeiszter Csaba,"['11-7', '7-11', '11-8', '10-12']",3,2,5
Szandi Nándor Mihály,Penczner Endre,"['11-8', '4-11', '12-10', '11-6']",3,1,9
Szandi Nándor Mihály,Lelesz István,"['7-11', '11-5', '11-9', '11-3']",3,1,13
Kelemen József id.,Pillinger János,"['7-11', '6-11', '2-11']",0,3,14
Kelemen József id.,Szimeiszter Csaba,"['3-11', '25-23', '11-13', '11-8']",2,3,2
Kelemen József id.,Penczner Endre,"['7-11', '3-11', '11-8', '3-11']",1,3,6
Kelemen József id.,Lelesz István,"['7-11', '9-11', '7-11']",0,3,10
Lázár Zsolt,Pillinger János,"['10-12', '11-9', '9-11', '11-8']",2,3,11
Lázár Zsolt,Szimeiszter Csaba,"['13-11', '11-7', '3-11', '11-7']",3,1,15
Lázár Zsolt,Penczner Endre,"['2-11', '5-11', '9-11']",0,3,3
Lázár Zsolt,Lelesz István,"['11-13', '15-13', '11-9', '7-11']",3,2,7
Kelemen József ifj.,Pillinger János,"['1-11', '11-7', '8-11', '4-11']",1,3,8
Kelemen József ifj.,Szimeiszter Csaba,"['11-7', '11-6', '11-4']",3,0,12
Kelemen József ifj.,Penczner Endre,"['4-11', '11-9', '12-10', '10-12']",2,3,16
Kelemen József ifj.,Lelesz István,"['11-9', '9-11', '8-11', '12-14']",1,3,4
