home_player,away_player,sets,resulthome,resultaway,match_number
Padla László,Dezsényiné Horgos Barbara,[],0,3,1
Padla László,Borbély János,[],3,1,5
Padla László,Somogyi Roland,[],3,1,9
Padla László,Zsigmond Olivér dr.,[],3,0,13
Papp Nándor,Dezsényiné Horgos Barbara,[],3,0,14
Papp Nándor,Borbély János,[],2,3,2
Papp Nándor,Somogyi Roland,[],3,2,6
Papp Nándor,Zsigmond Olivér dr.,[],0,3,10
Vitos Klára,Dezsényiné Horgos Barbara,[],3,0,11
Vitos Klára,Borbély János,[],3,0,15
Vitos Klára,Somogyi Roland,[],3,0,3
Vitos Klára,Zsigmond Olivér dr.,[],3,0,7
Nagy Zoltán,Dezsényiné Horgos Barbara,[],2,3,8
Nagy Zoltán,Borbély János,[],3,0,12
Nagy Zoltán,Somogyi Roland,[],0,3,16
Nagy Zoltán,Zsigmond Olivér dr.,[],0,3,4
