home_player,away_player,sets,resulthome,resultaway,match_number
Juhász László,Simon Krisztián,[],3,2,1
Juhász László,Papp Nándor,[],2,3,5
Juhász László,Nagy Zoltán,[],3,1,9
Juhász László,Sós Éva,[],3,0,13
Hagymási András,Simon Krisztián,[],2,3,14
Hagymási András,Papp Nándor,[],2,3,2
Hagymási András,Nagy Zoltán,[],3,0,6
Hagymási András,Sós Éva,[],3,0,10
Bodnár Attila,Simon Krisztián,[],1,3,11
Bodnár Attila,Papp Nándor,[],3,1,15
Bodnár Attila,Nagy Zoltán,[],0,3,3
Bodnár Attila,Sós Éva,[],3,0,7
Dudás István,Simon Krisztián,[],1,3,8
Dudás István,Papp Nándor,[],3,2,12
Dudás István,Nagy Zoltán,[],3,0,16
Dudás István,Sós Éva,[],3,0,4
