home_player,away_player,sets,resulthome,resultaway,match_number
Szalay József,Simon Péter,"['11-9', '11-7', '6-11', '11-6']",3,1,1
Szalay József,Horváth Kálmán,"['6-11', '11-9', '2-11', '3-11']",1,3,5
Szalay József,Sztranyan János,"['11-7', '11-7', '11-7']",3,0,9
Szalay József,Gubai György,"['6-11', '4-11', '11-9', '9-11']",1,3,13
Gábor Benjamin,Simon Péter,"['7-11', '9-11', '11-5', '14-12']",2,3,14
Gábor Benjamin,Horváth Kálmán,"['6-11', '3-11', '6-11']",0,3,2
Gábor Benjamin,Sztranyan János,"['9-11', '11-5', '11-8', '13-11']",3,1,6
Gábor Benjamin,Gubai György,"['8-11', '11-6', '11-6', '11-5']",3,1,10
Radu Doru,Simon Péter,"['11-13', '10-12', '11-7', '11-6']",2,3,11
Radu Doru,Horváth Kálmán,"['11-5', '5-11', '8-11', '11-9']",3,2,15
Radu Doru,Sztranyan János,"['7-11', '11-8', '11-4', '11-9']",3,1,3
Radu Doru,Gubai György,"['11-13', '12-10', '11-13', '6-11']",1,3,7
Gyuris Alajos Tibor,Simon Péter,"['4-11', '6-11', '7-11']",0,3,8
Gyuris Alajos Tibor,Horváth Kálmán,"['3-11', '8-11', '9-11']",0,3,12
Gyuris Alajos Tibor,Sztranyan János,"['11-4', '11-5', '12-10']",3,0,16
Gyuris Alajos Tibor,Gubai György,"['4-11', '11-5', '11-7', '11-9']",3,1,4
