home_player,away_player,sets,resulthome,resultaway,match_number
Halász András,Héjj Tamás,"['5-11', '9-11', '11-6', '6-11']",1,3,1
Halász András,Pergel JánosPetrovics Péter,"['11-4', '6-11', '2-11', '11-6']",2,3,5
Halász András,Pataki Bálint Szabolcs,"['11-7', '11-5', '11-8']",3,0,9
Halász András,Kriston Zsolt,"['6-11', '4-11', '11-8', '5-11']",1,3,13
Alaksa Levente,Héjj Tamás,"['7-11', '4-11', '7-11']",0,3,14
Alaksa Levente,Pergel JánosPetrovics Péter,"['11-7', '11-8', '11-5']",3,0,2
Alaksa Levente,Pataki Bálint Szabolcs,"['11-5', '11-9', '11-13', '9-11']",3,2,6
Alaksa Levente,Kriston Zsolt,"['5-11', '7-11', '7-11']",0,3,10
Hertelendy Amadó,Héjj Tamás,"['9-11', '8-11', '5-11']",0,3,11
Hertelendy Amadó,Pergel JánosPetrovics Péter,"['11-7', '11-7', '11-7']",3,0,15
Hertelendy Amadó,Pataki Bálint Szabolcs,"['11-4', '11-5', '11-7']",3,0,3
Hertelendy Amadó,Kriston Zsolt,"['12-10', '5-11', '2-11', '7-11']",1,3,7
Komár János,Héjj Tamás,"['7-11', '10-12', '11-7', '7-11']",1,3,8
Komár János,Pergel JánosPetrovics Péter,"['11-2', '11-8', '11-9']",3,0,12
Komár János,Pataki Bálint Szabolcs,"['11-8', '11-8', '14-12']",3,0,16
Komár János,Kriston Zsolt,"['9-11', '6-11', '9-11']",0,3,4
