position,name,license,team,matches,wins,win_percentage
1.,Neuhold Gábor,11227,FKF SK II.,104,101,97.12%
2.,Lukács Dániel,11999,FKF SK II.,96,89,92.71%
3.,Botár Attila,12343,Törekvés SE,96,85,88.54%
4.,Szosznyák Emma,17736,Budai XI SE VI.-Dunaholding,88,72,81.82%
5.,Babicz Mihály,8748,Ikarus BSE,84,68,80.95%
6.,Erdei István,15763,ESMTK IV.,100,80,80%
7.,Kellner Attila,14052,Budai XI. SE V.,104,82,78.85%
8.,Gyöngyössy György,19054,Szufla SE VI.-Ragazzart,92,72,78.26%
9.,Graur Tamás,9942,Budai XI. SE V.,92,69,75%
10.,Markovits I Tamás,9821,Puskás DSK II.,104,77,74.04%
11.,Csima Viktor,8031,ESMTK IV.,92,68,73.91%
12.,Baluka Tamás,9826,Szufla SE VI.-Ragazzart,104,72,69.23%
13.,Lehel László,9822,Puskás DSK II.,100,66,66%
14.,Butyka Gyöngyi,16848,Szufla SE VI.-Ragazzart,96,63,65.63%
15.,Darvas László,8620,Puskás DSK II.,104,67,64.42%
16.,Orosz Ferenc,8353,Törekvés SE,96,61,63.54%
17.,Dudás János András,13930,Rákosmente AK I.,96,60,62.5%
,Molnár Levente,12820,Budai XI. SE V.,88,55,62.5%
19.,Szabó Dénes,17840,Palotai Titánok SE II.,104,60,57.69%
,Biczó Márton,11254,Puskás DSK II.,104,60,57.69%
21.,Leitermann Lajos,17842,Palotai Titánok SE II.,84,43,51.19%
22.,Horváth Ákos dr,10355,Ferencvárosi Vasutas SK,92,47,51.09%
23.,Kovács Zoltán,8596,ESMTK IV.,100,50,50%
24.,Hatházi Árpád,10440,Ferencvárosi Vasutas SK,96,46,47.92%
,Beregi József,16806,Palotai Titánok SE II.,96,46,47.92%
,Váczi Attila Mihály,16351,BEAC II.,96,46,47.92%
27.,Szekeres András,18948,BPPK SE I.-túróSCsusza,93,44,47.31%
28.,Lázár Zsolt,15153,Pestújhelyi SC V.,92,39,42.39%
,Lukács Lajos,9635,FKF SK II.,92,39,42.39%
30.,Raksányi Géza,8659,Ferencvárosi Vasutas SK,100,41,41%
31.,Mitropulos Zoltán,11786,Pestújhelyi SC V.,92,34,36.96%
32.,Wiener Gábor,10594,BEAC II.,84,31,36.9%
33.,Füzéry Levente,17846,Palotai Titánok SE II.,88,31,35.23%
34.,Ángyán Károly,15671,Pestújhelyi SC V.,88,30,34.09%
35.,Kurilla János,17812,Ferencvárosi Vasutas SK,100,30,30%
36.,Kis Szilárd,13933,Rákosmente AK I.,88,18,20.45%
