home_player,away_player,sets,resulthome,resultaway,match_number
Kása Ádám,Bódis Attila,[],3,2,1
Kása Ádám,Tóth Attila,[],3,0,5
Kása Ádám,Bódis Ádám,[],3,1,9
Kása Ádám,Csiszár Gábor,[],1,3,13
Horváth Tamás,Bódis Attila,[],3,1,14
Horváth Tamás,Tóth Attila,[],0,3,2
Horváth Tamás,Bódis Ádám,[],3,1,6
Horváth Tamás,Csiszár Gábor,[],1,3,10
Brázai Balázs Botond,Bódis Attila,[],3,0,11
Brázai Balázs Botond,Tóth Attila,[],3,1,15
Brázai Balázs Botond,Bódis Ádám,[],3,1,3
Brázai Balázs Botond,Csiszár Gábor,[],0,3,7
Bercsényi Marcell,Bódis Attila,[],3,2,8
Bercsényi Marcell,Tóth Attila,[],2,3,12
Bercsényi Marcell,Bódis Ádám,[],2,3,16
Bercsényi Marcell,Csiszár Gábor,[],1,3,4
