home_player,away_player,sets,resulthome,resultaway,match_number
Deák Milán,Nincs játékos,[],3,0,1
Deák Milán,Nincs játékos,[],3,0,5
Deák Milán,Nincs játékos,[],3,0,9
Deák Milán,Nincs játékos,[],3,0,13
Bercsényi Marcell,Nincs játékos,[],3,0,14
Bercsényi Marcell,Nincs játékos,[],3,0,2
Bercsényi Marcell,Nincs játékos,[],3,0,6
Bercsényi Marcell,Nincs játékos,[],3,0,10
Németh Miksa,Nincs játékos,[],3,0,11
Németh Miksa,Nincs játékos,[],3,0,15
Németh Miksa,Nincs játékos,[],3,0,3
Németh Miksa,Nincs játékos,[],3,0,7
Gábor Norbert,Nincs játékos,[],3,0,8
Gábor Norbert,Nincs játékos,[],3,0,12
Gábor Norbert,Nincs játékos,[],3,0,16
Gábor Norbert,Nincs játékos,[],3,0,4
