home_player,away_player,sets,resulthome,resultaway,match_number
Szarka Béla,Pecsenyánszky Márton,"['14-12', '9-11', '11-4', '12-10']",3,1,1
Szarka Béla,Kollár Tamás,"['11-7', '8-11', '11-6', '8-11']",3,2,5
Szarka Béla,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,9
Szarka Béla,Pintér Róbert,"['11-8', '8-11', '6-11', '5-11']",1,3,13
Soproni József,Pecsenyánszky Márton,"['9-11', '11-7', '8-11', '11-5']",3,2,14
Soproni József,Kollár Tamás,"['11-6', '11-6', '11-7']",3,0,2
Soproni József,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,6
Soproni József,Pintér Róbert,"['12-10', '8-11', '11-5', '14-12']",3,1,10
Ambrus Ákos,Pecsenyánszky Márton,"['11-4', '12-10', '11-3']",3,0,11
Ambrus Ákos,Kollár Tamás,"['13-15', '11-8', '2-11', '14-12']",3,2,15
Ambrus Ákos,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,3
Ambrus Ákos,Pintér Róbert,"['10-12', '11-7', '10-12', '11-7']",3,2,7
Bősz Gábor,Pecsenyánszky Márton,"['11-7', '9-11', '0-11', '11-5']",2,3,8
Bősz Gábor,Kollár Tamás,"['7-11', '5-11', '7-11']",0,3,12
Bősz Gábor,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,16
Bősz Gábor,Pintér Róbert,"['11-13', '6-11', '6-11']",0,3,4
