position,name,license,team,matches,wins,win_percentage
1.,Leinweber Zoltán,11164,BKV Előre  SC II.,112,112,100%
2.,Szétag Attila,8716,ABC Centerline III.,112,103,91.96%
3.,Németh Miksa,18491,Palotai Titánok SE II.,88,79,89.77%
4.,Pölöskei András,14054,SZÜV ASE I.,104,91,87.5%
5.,Dobi László,12580,MAFC II.,112,97,86.61%
6.,Gut Zoltán,14315,Palotai Titánok SE II.,104,85,81.73%
7.,Demeter Sándor ifj.,8627,MAFC II.,96,78,81.25%
8.,Graur Tamás,9942,Budai XI. SE V.,92,74,80.43%
9.,Szili Viktor,14619,Rákosmente AK I.,80,64,80%
10.,Lőrincz Attila,14740,Angyalföldi TTE II.,88,68,77.27%
11.,Gut József,10134,Palotai Titánok SE II.,112,84,75%
12.,Sipos Zoltán,8301,BKV Előre  SC II.,112,82,73.21%
13.,Gábor Norbert,19015,Palotai Titánok SE II.,108,79,73.15%
14.,Mecenzóf Sándor,11171,ABC Centerline III.,112,81,72.32%
15.,Arlóy Zsófia,8363,Budai XI SE IX.,60,42,70%
16.,Bonnyainé Varga Éva,9963,BKV Előre  SC II.,112,78,69.64%
17.,Forgács László,8434,ABC Centerline III.,104,72,69.23%
18.,Makkai Katalin,14226,MVM SE II.,96,65,67.71%
19.,Kellner Attila,14052,Budai XI. SE V.,78,52,66.67%
20.,Simon Dávid,10280,Budai XI SE IX.,92,60,65.22%
21.,Mórocz Tamás,14056,SZÜV ASE I.,104,67,64.42%
22.,Kardos Csaba,9372,MVM SE II.,100,62,62%
23.,Dibusz Tibor,17264,Budai XI SE IX.,86,53,61.63%
24.,Szabó László,15500,Pénzügyőr SE VIII.,72,44,61.11%
25.,Hargitai Bence,15536,Kőbánya SC III.,95,58,61.05%
26.,Molnár Levente,12820,Budai XI. SE V.,56,34,60.71%
27.,Boros László,10086,Kőbánya SC III.,106,63,59.43%
28.,Farkas Milán Károly,22018,Budai XI SE XII.-Külváros II.,103,60,58.25%
29.,Mayer József,9088,KSI SE V.,78,45,57.69%
30.,Bundula Csaba dr.,11765,Angyalföldi TTE II.,72,41,56.94%
31.,Petri Zoltán,16150,Budai XI. SE V.,67,38,56.72%
32.,Szétag-Thész Dorottya,8419,ABC Centerline III.,87,49,56.32%
33.,Nyeste Gábor,12536,Budai XI. SE V.,68,37,54.41%
34.,Falusi István,9577,MAFC II.,76,41,53.95%
35.,Ardai Emese,14289,Budai XI SE IX.,85,42,49.41%
36.,Dudás János András,13930,Rákosmente AK I.,100,47,47%
37.,Molnár András Gábor,13821,GALAXIS VSE II.,98,45,45.92%
38.,Kollát Miklós,14053,SZÜV ASE I.,112,51,45.54%
39.,Kovács Attila,12581,MAFC II.,76,33,43.42%
40.,Szabó László,9347,KSI SE V.,103,44,42.72%
41.,Igaly Katalin,11281,MVM SE II.,67,28,41.79%
42.,Kakucs Tamás,19832,Angyalföldi TTE II.,60,24,40%
43.,Szepesi Zoltán,21847,Kőbánya SC III.,104,41,39.42%
44.,Nagy Zsolt,22019,Budai XI SE XII.-Külváros II.,84,33,39.29%
45.,Király Krisztián,22020,Budai XI SE XII.-Külváros II.,97,36,37.11%
46.,Kiss Péter,9283,SZÜV ASE I.,96,35,36.46%
47.,Baczakó Károly,21282,Angyalföldi TTE II.,108,39,36.11%
48.,Schmidt Attila,16491,MAFC II.,76,27,35.53%
49.,Ungvári László,21990,Pénzügyőr SE VIII.,108,35,32.41%
50.,Mókus Miklós,17952,GALAXIS VSE II.,92,29,31.52%
51.,Szlovák Gábor Attila,21927,Budai XI SE XII.-Külváros II.,64,18,28.13%
52.,Fritz Tamás,15918,Pénzügyőr SE VIII.,100,27,27%
53.,Ferencsák József,9373,MVM SE II.,79,20,25.32%
54.,Herczeg Tamás,19432,GALAXIS VSE II.,79,18,22.78%
55.,Kádár Mihály,9091,KSI SE V.,82,18,21.95%
56.,Borsos Csaba,21928,Budai XI SE XII.-Külváros II.,56,12,21.43%
57.,Szijártó József,8561,KSI SE V.,89,18,20.22%
58.,Szuhanyik György,17953,GALAXIS VSE II.,87,16,18.39%
59.,Vajda Zoltán Tamás,17954,GALAXIS VSE II.,61,11,18.03%
60.,Bencsik Gábor,21055,Pénzügyőr SE VIII.,107,19,17.76%
61.,Bulla József,14288,Budai XI SE IX.,77,13,16.88%
62.,Sápi Zoltán Dr.,14135,BKV Előre  SC II.,61,9,14.75%
63.,Szekeres Dániel dr.,21635,MVM SE II.,73,7,9.59%
64.,Borbély Andor,10085,Kőbánya SC III.,64,6,9.38%
65.,Kis Szilárd,13933,Rákosmente AK I.,72,6,8.33%
