home_player,away_player,sets,resulthome,resultaway,match_number
Gréczy Károly,Kapus Ferenc,[],3,1,1
Gréczy Károly,Harsányi Zsolt Tamás,[],3,0,5
Gréczy Károly,Éll József,[],3,0,9
Gréczy Károly,Nagy Gergely,[],3,1,13
Rohovszky László Dr.,Kapus Ferenc,[],3,0,14
Rohovszky László Dr.,Harsányi Zsolt Tamás,[],3,1,2
Rohovszky László Dr.,Éll József,[],3,2,6
Rohovszky László Dr.,Nagy Gergely,[],3,1,10
Matis Ferenc,Kapus Ferenc,[],3,0,11
Matis Ferenc,Harsányi Zsolt Tamás,[],2,3,15
Matis Ferenc,Éll József,[],3,2,3
Matis Ferenc,Nagy Gergely,[],1,3,7
Sólyomi Péter,Kapus Ferenc,[],1,3,8
Sólyomi Péter,Harsányi Zsolt Tamás,[],0,3,12
Sólyomi Péter,Éll József,[],1,3,16
Sólyomi Péter,Nagy Gergely,[],1,3,4
