home_player,away_player,sets,resulthome,resultaway,match_number
Stircz Kristóf,Padla László,[],3,1,1
Stircz Kristóf,Tóth KárolyCsongor Tamás,[],3,0,5
Stircz Kristóf,Szűcs Gergely,[],3,1,9
Stircz Kristóf,Nagygyörgy András,[],0,3,13
Steinbach Roland,Padla László,[],1,3,14
Steinbach Roland,Tóth KárolyCsongor Tamás,[],0,3,2
Steinbach Roland,Szűcs Gergely,[],3,2,6
Steinbach Roland,Nagygyörgy András,[],2,3,10
Andrasek Attila,Padla László,[],0,3,11
Andrasek Attila,Tóth KárolyCsongor Tamás,[],0,3,15
Andrasek Attila,Szűcs Gergely,[],2,3,3
Andrasek Attila,Nagygyörgy András,[],0,3,7
Kisvarga Benjámin,Padla László,[],0,3,8
Kisvarga Benjámin,Tóth KárolyCsongor Tamás,[],3,2,12
Kisvarga Benjámin,Szűcs Gergely,[],3,1,16
Kisvarga Benjámin,Nagygyörgy András,[],2,3,4
