home_player,away_player,sets,resulthome,resultaway,match_number
Bere László,Lipka Zsolt,[],3,0,1
Bere László,Pálinkási Csaba dr.,[],3,0,5
Bere László,Serfel Norbert,[],3,0,9
Bere László,Vadász Csaba,[],3,0,13
Zsoldos Rafael,Lipka Zsolt,[],0,3,14
Zsoldos Rafael,Pálinkási Csaba dr.,[],2,3,2
Zsoldos Rafael,Serfel Norbert,[],3,1,6
Zsoldos Rafael,Vadász Csaba,[],3,1,10
Seszták Dániel,Lipka Zsolt,[],2,3,11
Seszták Dániel,Pálinkási Csaba dr.,[],0,3,15
Seszták Dániel,Serfel Norbert,[],0,3,3
Seszták Dániel,Vadász Csaba,[],0,3,7
Kovács Krisztián,Lipka Zsolt,[],0,3,8
Kovács Krisztián,Pálinkási Csaba dr.,[],1,3,12
Kovács Krisztián,Serfel Norbert,[],3,1,16
Kovács Krisztián,Vadász Csaba,[],0,3,4
