home_player,away_player,sets,resulthome,resultaway,match_number
Évi Róbert,Borsos András,[],3,2,1
Évi Róbert,Novák Laura,[],1,3,5
Évi Róbert,Bódis Attila,[],2,3,9
Évi Róbert,Tóth Tamás,[],3,1,13
Kovács Szilárd,Borsos András,[],1,3,14
Kovács Szilárd,Novák Laura,[],3,2,2
Kovács Szilárd,Bódis Attila,[],2,3,6
Kovács Szilárd,Tóth Tamás,[],0,3,10
Kaszás László,Borsos András,[],3,0,11
Kaszás László,Novák Laura,[],3,1,15
Kaszás László,Bódis Attila,[],3,1,3
Kaszás László,Tóth Tamás,[],3,0,7
Bali Péter,Borsos András,[],1,3,8
Bali Péter,Novák Laura,[],3,0,12
Bali Péter,Bódis Attila,[],3,0,16
Bali Péter,Tóth Tamás,[],3,2,4
