home_player,away_player,sets,resulthome,resultaway,match_number
Álló JózsefGombos Ákos,Sári László,[],2,3,1
Álló JózsefGombos Ákos,Laskovics Levente,[],0,3,5
Álló JózsefGombos Ákos,Szabó József,[],3,1,9
Álló JózsefGombos Ákos,Horváth Kálmán,[],0,3,13
Szalay József,Sári László,[],3,1,14
Szalay József,Laskovics Levente,[],1,3,2
Szalay József,Szabó József,[],3,1,6
Szalay József,Horváth Kálmán,[],2,3,10
Buck György,Sári László,[],3,1,11
Buck György,Laskovics Levente,[],0,3,15
Buck György,Szabó József,[],3,1,3
Buck György,Horváth Kálmán,[],1,3,7
Oláh Attila,Sári László,[],2,3,8
Oláh Attila,Laskovics Levente,[],1,3,12
Oláh Attila,Szabó József,[],1,3,16
Oláh Attila,Horváth Kálmán,[],0,3,4
