home_player,away_player,sets,resulthome,resultaway,match_number
Populás György,Nagy Ferenc,[],3,1,1
Populás György,Benyhe István,[],0,3,5
Populás György,Győrffy Sándor,[],3,0,9
Populás György,Domokos Róbert,[],3,0,13
Hittmann László,Nagy Ferenc,[],2,3,14
Hittmann László,Benyhe István,[],0,3,2
Hittmann László,Győrffy Sándor,[],2,3,6
Hittmann László,Domokos Róbert,[],0,3,10
Zacher Gizella,Nagy Ferenc,[],0,3,11
Zacher Gizella,Benyhe István,[],3,2,15
Zacher Gizella,Győrffy Sándor,[],3,0,3
Zacher Gizella,Domokos Róbert,[],2,3,7
Kávássy Lóránd,Nagy Ferenc,[],3,1,8
Kávássy Lóránd,Benyhe István,[],3,0,12
Kávássy Lóránd,Győrffy Sándor,[],3,0,16
Kávássy Lóránd,Domokos Róbert,[],3,2,4
