home_player,away_player,sets,resulthome,resultaway,match_number
Shen Chen,Rajmon Attila,[],3,1,1
Shen Chen,Nguyen Anh Phuong,[],3,0,5
Shen Chen,Nagygyörgy András,[],0,3,9
Shen Chen,Sinka Csaba,[],3,1,13
Geiger János,Rajmon Attila,[],1,3,14
Geiger János,Nguyen Anh Phuong,[],3,0,2
Geiger János,Nagygyörgy András,[],0,3,6
Geiger János,Sinka Csaba,[],2,3,10
Juhász-Vedres Sándor,Rajmon Attila,[],3,1,11
Juhász-Vedres Sándor,Nguyen Anh Phuong,[],0,3,15
Juhász-Vedres Sándor,Nagygyörgy András,[],0,3,3
Juhász-Vedres Sándor,Sinka Csaba,[],3,2,7
Shan Mingyu,Rajmon Attila,[],3,1,8
Shan Mingyu,Nguyen Anh Phuong,[],3,1,12
Shan Mingyu,Nagygyörgy András,[],0,3,16
Shan Mingyu,Sinka Csaba,[],2,3,4
