home_player,away_player,sets,resulthome,resultaway,match_number
Nagy Gábor Zsolt,Domonkosi Imre,[],3,0,1
Nagy Gábor Zsolt,Takács Dénes,[],3,0,5
Nagy Gábor Zsolt,Csonka Zoltán,[],1,3,9
Nagy Gábor Zsolt,Soproni József,[],1,3,13
Lipka Zsolt,Domonkosi Imre,[],3,1,14
Lipka Zsolt,Takács Dénes,[],3,0,2
Lipka Zsolt,Csonka Zoltán,[],1,3,6
Lipka Zsolt,Soproni József,[],1,3,10
Kisgéczi Domonkos,Domonkosi Imre,[],2,3,11
Kisgéczi Domonkos,Takács Dénes,[],0,3,15
Kisgéczi Domonkos,Csonka Zoltán,[],1,3,3
Kisgéczi Domonkos,Soproni József,[],0,3,7
Mikes József,Domonkosi Imre,[],3,0,8
Mikes József,Takács Dénes,[],3,1,12
Mikes József,Csonka Zoltán,[],1,3,16
Mikes József,Soproni József,[],3,2,4
