home_player,away_player,sets,resulthome,resultaway,match_number
Kertész Gábor,Berec Tomislav,[],3,0,1
Kertész Gábor,Bándy Béla,[],2,3,5
Kertész Gábor,Fritz Tamás,[],3,0,9
Kertész Gábor,Arató János,[],2,3,13
Csökönyi Lajos,Berec Tomislav,[],3,1,14
Csökönyi Lajos,Bándy Béla,[],3,2,2
Csökönyi Lajos,Fritz Tamás,[],3,0,6
Csökönyi Lajos,Arató János,[],3,2,10
Csercsa István,Berec Tomislav,[],0,3,11
Csercsa István,Bándy Béla,[],0,3,15
Csercsa István,Fritz Tamás,[],1,3,3
Csercsa István,Arató János,[],3,2,7
Bálint Sándor,Berec Tomislav,[],0,3,8
Bálint Sándor,Bándy Béla,[],3,1,12
Bálint Sándor,Fritz Tamás,[],3,1,16
Bálint Sándor,Arató János,[],3,1,4
