home_player,away_player,sets,resulthome,resultaway,match_number
Horváth Kálmán,Schmidt Attila,[],3,1,1
Horváth Kálmán,Falusi István,[],3,1,5
Horváth Kálmán,Katus Ferenc,[],3,2,9
Horváth Kálmán,Demeter Sándor ifj.,[],3,1,13
Lőrincz Attila,Schmidt Attila,[],3,1,14
Lőrincz Attila,Falusi István,[],3,0,2
Lőrincz Attila,Katus Ferenc,[],1,3,6
Lőrincz Attila,Demeter Sándor ifj.,[],2,3,10
Szabó József,Schmidt Attila,[],1,3,11
Szabó József,Falusi István,[],3,1,15
Szabó József,Katus Ferenc,[],1,3,3
Szabó József,Demeter Sándor ifj.,[],1,3,7
Sári László,Schmidt Attila,[],2,3,8
Sári László,Falusi István,[],2,3,12
Sári László,Katus Ferenc,[],3,1,16
Sári László,Demeter Sándor ifj.,[],0,3,4
