home_player,away_player,sets,resulthome,resultaway,match_number
Kricsfalusy Kornél,Fényes Sándor,[],3,0,1
Kricsfalusy Kornél,Orosz Ferenc,[],3,0,5
Kricsfalusy Kornél,Arlóy Zsófia,[],3,1,9
Kricsfalusy Kornél,Botár Attila,[],2,3,13
Horváth Ákos dr,Fényes Sándor,[],3,0,14
Horváth Ákos dr,Orosz Ferenc,[],0,3,2
Horváth Ákos dr,Arlóy Zsófia,[],3,0,6
Horváth Ákos dr,Botár Attila,[],2,3,10
Serfel Norbert,Fényes Sándor,[],3,0,11
Serfel Norbert,Orosz Ferenc,[],3,0,15
Serfel Norbert,Arlóy Zsófia,[],3,0,3
Serfel Norbert,Botár Attila,[],2,3,7
Balogh József,Fényes Sándor,[],3,0,8
Balogh József,Orosz Ferenc,[],3,0,12
Balogh József,Arlóy Zsófia,[],3,0,16
Balogh József,Botár Attila,[],2,3,4
