home_player,away_player,sets,resulthome,resultaway,match_number
Iváskó Gabriella,Komlósi Péter,[],3,2,1
Iváskó Gabriella,Lőrinczi Róbert,[],0,3,5
Iváskó Gabriella,Vajda József,[],3,0,9
Iváskó Gabriella,Markó Tamás,[],3,0,13
Fenyősi Rudolf,Komlósi Péter,[],3,2,14
Fenyősi Rudolf,Lőrinczi Róbert,[],0,3,2
Fenyősi Rudolf,Vajda József,[],3,0,6
Fenyősi Rudolf,Markó Tamás,[],3,0,10
Szigeti Ottó,Komlósi Péter,[],2,3,11
Szigeti Ottó,Lőrinczi Róbert,[],1,3,15
Szigeti Ottó,Vajda József,[],0,3,3
Szigeti Ottó,Markó Tamás,[],2,3,7
Rozsnyai Tibor,Komlósi Péter,[],2,3,8
Rozsnyai Tibor,Lőrinczi Róbert,[],0,3,12
Rozsnyai Tibor,Vajda József,[],3,2,16
Rozsnyai Tibor,Markó Tamás,[],0,3,4
