home_player,away_player,sets,resulthome,resultaway,match_number
Mayer JózsefKádár Mihály,Simon Dávid,"['11-9', '11-7', '7-11', '10-12']",3,2,1
Mayer JózsefKádár Mihály,Dibusz TiborBulla József,"['15-13', '11-7', '11-8']",3,0,5
Mayer JózsefKádár Mihály,Arlóy Zsófia,"['2-11', '5-11', '5-11']",0,3,9
Mayer JózsefKádár Mihály,Jónás Csaba,"['6-11', '9-11', '5-11']",0,3,13
Retek Levente,Simon Dávid,"['11-8', '11-4', '11-7']",3,0,14
Retek Levente,Dibusz TiborBulla József,"['8-11', '11-6', '11-9', '11-4']",3,1,2
Retek Levente,Arlóy Zsófia,"['11-4', '4-11', '1-11', '11-5']",3,2,6
Retek Levente,Jónás Csaba,"['9-11', '6-11', '5-11']",0,3,10
Szabó László,Simon Dávid,"['13-11', '11-13', '9-11', '11-8']",2,3,11
Szabó László,Dibusz TiborBulla József,"['11-1', '11-5', '11-7']",3,0,15
Szabó László,Arlóy Zsófia,"['8-11', '11-6', '10-12', '9-11']",1,3,3
Szabó László,Jónás Csaba,"['5-11', '5-11', '8-11']",0,3,7
Szijártó József,Simon Dávid,"['7-11', '11-9', '7-11', '8-11']",1,3,8
Szijártó József,Dibusz TiborBulla József,"['5-11', '7-11', '7-11']",0,3,12
Szijártó József,Arlóy Zsófia,"['7-11', '11-7', '2-11', '3-11']",1,3,16
Szijártó József,Jónás Csaba,"['11-9', '3-11', '7-11', '9-11']",1,3,4
