home_player,away_player,sets,resulthome,resultaway,match_number
Urbán Erika,Weidinger Zsolt,[],3,1,1
Urbán Erika,Tódor Attila,[],1,3,5
Urbán Erika,Horváth Zoltán,[],2,3,9
Urbán Erika,Freund Tamás,[],1,3,13
Gönczöl Péter,Weidinger Zsolt,[],2,3,14
Gönczöl Péter,Tódor Attila,[],3,1,2
Gönczöl Péter,Horváth Zoltán,[],3,0,6
Gönczöl Péter,Freund Tamás,[],1,3,10
Várady Ágnes,Weidinger Zsolt,[],2,3,11
Várady Ágnes,Tódor Attila,[],3,0,15
Várady Ágnes,Horváth Zoltán,[],3,0,3
Várady Ágnes,Freund Tamás,[],0,3,7
Endrényi Gábor,Weidinger Zsolt,[],3,1,8
Endrényi Gábor,Tódor Attila,[],3,0,12
Endrényi Gábor,Horváth Zoltán,[],1,3,16
Endrényi Gábor,Freund Tamás,[],3,2,4
