home_player,away_player,sets,resulthome,resultaway,match_number
Monostori Balázs,Marosi Katalin,[],3,1,1
Monostori Balázs,Koszó Gábor dr.,[],3,0,5
Monostori Balázs,Lehoczki Martin,[],1,3,9
Monostori Balázs,Janzsó Gergely,[],3,1,13
Gál Péter,Marosi Katalin,[],0,3,14
Gál Péter,Koszó Gábor dr.,[],3,0,2
Gál Péter,Lehoczki Martin,[],3,0,6
Gál Péter,Janzsó Gergely,[],1,3,10
Kőszeghy Viktória,Marosi Katalin,[],3,1,11
Kőszeghy Viktória,Koszó Gábor dr.,[],0,3,15
Kőszeghy Viktória,Lehoczki Martin,[],3,0,3
Kőszeghy Viktória,Janzsó Gergely,[],3,2,7
Lőrincz Sándor,Marosi Katalin,[],2,3,8
Lőrincz Sándor,Koszó Gábor dr.,[],1,3,12
Lőrincz Sándor,Lehoczki Martin,[],0,3,16
Lőrincz Sándor,Janzsó Gergely,[],1,3,4
