home_player,away_player,sets,resulthome,resultaway,match_number
Csikos Ferenc,Lőrinczi Róbert,[],0,3,1
Csikos Ferenc,Artner László,[],1,3,5
Csikos Ferenc,Uhrin Ede,[],3,0,9
Csikos Ferenc,Tihanyi Péter,[],3,0,13
Németh Dávid,Lőrinczi Róbert,[],1,3,14
Németh Dávid,Artner László,[],0,3,2
Németh Dávid,Uhrin Ede,[],3,2,6
Németh Dávid,Tihanyi Péter,[],0,3,10
Novothny-Farkas Csaba,Lőrinczi Róbert,[],0,3,11
Novothny-Farkas Csaba,Artner László,[],1,3,15
Novothny-Farkas Csaba,Uhrin Ede,[],3,1,3
Novothny-Farkas Csaba,Tihanyi Péter,[],1,3,7
Kovács Zoltán,Lőrinczi Róbert,[],0,3,8
Kovács Zoltán,Artner László,[],1,3,12
Kovács Zoltán,Uhrin Ede,[],0,3,16
Kovács Zoltán,Tihanyi Péter,[],0,3,4
