position,name,license,team,matches,wins,win_percentage
1.,Leinweber Zoltán,11164,BKV Előre  SC II.,70,69,98.57%
2.,Balogh Dániel,22306,GALAXIS VSE III.,90,83,92.22%
3.,Bánovics Tamás,10687,Hercules SE I.-Neting,68,60,88.24%
4.,Tapaszti Attila,21767,Pénzügyőr SE VII.,55,46,83.64%
5.,Turkovics Kornél,14572,ESMTK III.,72,60,83.33%
6.,Szandi Nándor Mihály,12761,BKV Előre  SC II.,92,76,82.61%
7.,Bonnyainé Varga Éva,9963,BKV Előre  SC II.,93,75,80.65%
8.,Kardos Géza,14321,Pénzügyőr SE VII.,64,51,79.69%
9.,Bíró Zoltán,22299,High Life SE II.-Sólymok,64,49,76.56%
10.,Pósfai László,9814,BKV Előre  SC II.,68,52,76.47%
11.,Szanda Szilárd,8586,ESMTK III.,85,64,75.29%
12.,Fekete Zsolt,21842,Pénzügyőr SE VII.,68,49,72.06%
13.,Szöllősy Gábor,18378,High Life SE II.-Sólymok,76,53,69.74%
14.,Arató János,9258,Kispest SE V.-Brumi Szöcske Team,68,47,69.12%
15.,Kovács Csaba,10603,MAFC IV.-EMKÁBÉ,84,58,69.05%
16.,Sass Oszkár dr.,17373,Kispest SE V.-Brumi Szöcske Team,56,37,66.07%
17.,Németh Sándor,18042,KIWI SE II.,60,38,63.33%
18.,Szkupi Zoltán,22303,GALAXIS VSE III.,84,52,61.9%
19.,Márki Gergely,18360,BPPK SE-Túróscsusza,76,47,61.84%
20.,Veress Barna Dániel,11337,KIWI SE II.,60,37,61.67%
21.,Tóth György,21118,BPPK SE-Túróscsusza,96,59,61.46%
22.,Dibusz Tibor,17264,Budai XI SE IX.,80,49,61.25%
23.,Erdei István,15763,ESMTK III.,61,37,60.66%
24.,Kocsor Péter,18379,Budai XI SE X.-Külváros,79,46,58.23%
25.,Bleitner Attila,14303,Budai XI SE X.-Külváros,66,38,57.58%
26.,Tomacsek József,19456,Pénzügyőr SE VII.,48,27,56.25%
27.,Marsó Vilmos,14583,ESMTK III.,53,29,54.72%
28.,Leitermann Lajos,17842,Budai XI SE X.-Külváros,85,45,52.94%
29.,Szendi Balázs Áron,20829,BPPK SE-Túróscsusza,88,43,48.86%
30.,Ardai Emese,14289,Budai XI SE IX.,64,31,48.44%
31.,Papp Csaba,19532,Pénzügyőr SE VII.,51,24,47.06%
32.,Zsedényi Csaba,15672,Pénzügyőr SE VII.,50,23,46%
33.,Katona Emese,12796,Budai XI SE IX.,96,44,45.83%
34.,Lehel László,9822,BEAC IV.-Pancho,80,36,45%
35.,Hercz attila,21913,High Life SE II.-Sólymok,80,35,43.75%
36.,Petz László dr.,14072,KIWI SE II.,68,29,42.65%
37.,Boródi Józef,15684,Hercules SE I.-Neting,87,36,41.38%
38.,Kovács Zoltán,8596,ESMTK III.,52,21,40.38%
39.,Brunner Máté,13131,KIWI SE II.,67,27,40.3%
40.,Voith László,22304,GALAXIS VSE III.,72,28,38.89%
41.,Holecz Barna,18358,High Life SE II.-Sólymok,88,33,37.5%
42.,Biczó Márton,11254,BEAC IV.-Pancho,84,31,36.9%
43.,Hamar Csaba,18380,Budai XI SE X.-Külváros,90,32,35.56%
44.,Markovits I Tamás,9821,BEAC IV.-Pancho,81,27,33.33%
45.,Kukucska Zoltán,22294,GALAXIS VSE III.,54,17,31.48%
46.,Brumár János,10772,Kispest SE V.-Brumi Szöcske Team,88,27,30.68%
47.,Balogh Gyula,18898,MAFC IV.-EMKÁBÉ,80,24,30%
48.,Szénás József,13852,MAFC IV.-EMKÁBÉ,75,22,29.33%
49.,Fekete Viktor György,12678,Kispest SE V.-Brumi Szöcske Team,73,20,27.4%
50.,Tantó Attila,22390,KIWI SE II.,56,13,23.21%
51.,Szécsi Krisztina,8700,Kispest SE V.-Brumi Szöcske Team,65,15,23.08%
52.,Sárosdi István,22300,GALAXIS VSE III.,68,15,22.06%
53.,Németh Balázs,12629,MAFC IV.-EMKÁBÉ,74,16,21.62%
54.,Márki Zoltán,18364,BPPK SE-Túróscsusza,66,14,21.21%
55.,Schindler István,19829,Hercules SE I.-Neting,81,13,16.05%
