home_player,away_player,sets,resulthome,resultaway,match_number
Muszta Csaba,Neuhold Gábor,[],0,3,1
Muszta Csaba,Szarvas TamásNagy Zoltán,[],1,3,5
Muszta Csaba,Schwáb Vilmos,[],0,3,9
Muszta Csaba,Mészáros Bálint,[],0,3,13
Hagymási András,Neuhold Gábor,[],1,3,14
Hagymási András,Szarvas TamásNagy Zoltán,[],3,1,2
Hagymási András,Schwáb Vilmos,[],3,1,6
Hagymási András,Mészáros Bálint,[],3,0,10
Kelemen József ifj.,Neuhold Gábor,[],3,2,11
Kelemen József ifj.,Szarvas TamásNagy Zoltán,[],0,3,15
Kelemen József ifj.,Schwáb Vilmos,[],1,3,3
Kelemen József ifj.,Mészáros Bálint,[],2,3,7
Gulyás István,Neuhold Gábor,[],3,2,8
Gulyás István,Szarvas TamásNagy Zoltán,[],2,3,12
Gulyás István,Schwáb Vilmos,[],1,3,16
Gulyás István,Mészáros Bálint,[],3,2,4
