home_player,away_player,sets,resulthome,resultaway,match_number
Populás György,Szűcs Gergely,[],2,3,1
Populás György,Papp Nándor,[],3,1,5
Populás György,Nagy Zoltán,[],0,3,9
Populás György,Friesz József,[],2,3,13
Tar Csaba,Szűcs Gergely,[],1,3,14
Tar Csaba,Papp Nándor,[],2,3,2
Tar Csaba,Nagy Zoltán,[],0,3,6
Tar Csaba,Friesz József,[],3,0,10
Zacher Gizella,Szűcs Gergely,[],0,3,11
Zacher Gizella,Papp Nándor,[],1,3,15
Zacher Gizella,Nagy Zoltán,[],1,3,3
Zacher Gizella,Friesz József,[],1,3,7
Kávássy Lóránd,Szűcs Gergely,[],3,1,8
Kávássy Lóránd,Papp Nándor,[],3,1,12
Kávássy Lóránd,Nagy Zoltán,[],3,2,16
Kávássy Lóránd,Friesz József,[],3,1,4
