position,name,license,team,matches,wins,win_percentage
1.,Orbán Zsolt,14758,Hercules SE II. - Topspin,74,72,97.3%
2.,Széles Gergely Zoltán,21639,BEAC V.,110,99,90%
3.,Szabó Miklós,13911,BEAC V.,60,52,86.67%
4.,Buck György,11241,Kispest SE III.,84,68,80.95%
5.,Szőts Viktor,18407,Puskás DSK,112,88,78.57%
6.,Barkóczi Attila,13008,Pestszentimrei PSE VI.,98,75,76.53%
7.,Bella Balázs,8731,Budai XI SE VIII.-Kontra csoport,78,58,74.36%
8.,Szemendri Sándor,12455,Puskás DSK,108,79,73.15%
9.,Szabó Győző,19877,BEAC V.,104,76,73.08%
10.,Somogyi Roland,11771,OTP SK II.,96,70,72.92%
11.,Baluka Tamás,9826,High Life SE I.-Diavoli,92,67,72.83%
12.,Bercsényi Tibor,14185,Kispest SE III.,108,76,70.37%
13.,Hegyesi Tibor,21616,Hercules SE II. - Topspin,84,58,69.05%
14.,Cser Zoltán,11713,Csepel-Sziget SE,100,66,66%
15.,Nagy Zsombor Kristóf,21357,BEAC V.,99,65,65.66%
16.,Matolcsi Márta,17648,Budai XI SE VIII.-Kontra csoport,66,43,65.15%
17.,Borbély Zoltán,21680,Puskás DSK,104,66,63.46%
18.,Németh Péter,12789,Puskás DSK,84,53,63.1%
19.,Butyka Gyöngyi,16848,High Life SE I.-Diavoli,92,58,63.04%
20.,Hornyák Levente,21607,Hercules SE II. - Topspin,84,51,60.71%
21.,Éll József,14104,Pénzügyőr SE VIII.,100,60,60%
22.,Dezsényiné Horgos Barbara,13304,OTP SK II.,112,66,58.93%
23.,Farkas Milán Károly,22018,Budai XI SE XII.-Poén-Vadászok,112,65,58.04%
24.,Zacher Gizella,10367,Belvárosi Asztalitenisz Egy. II.,100,58,58%
25.,Petrovics Péter,14222,Pestszentimrei PSE VI.,88,51,57.95%
26.,Péter Norbert,21606,Hercules SE II. - Topspin,94,54,57.45%
27.,Király Krisztián,22020,Budai XI SE XII.-Poén-Vadászok,100,57,57%
28.,Kozák Milán,15341,Kispest SE III.,70,37,52.86%
29.,Varga Lóránt,22008,Belvárosi Asztalitenisz Egy. II.,99,52,52.53%
30.,Fraknói Ádám,13751,Csepel-Sziget SE,80,42,52.5%
31.,Horváth Tamás,11240,Kispest SE III.,65,34,52.31%
32.,Paál György,13896,ESMTK IV.,88,45,51.14%
33.,Nagy Zsolt,22019,Budai XI SE XII.-Poén-Vadászok,100,50,50%
34.,Huszár Zoltán,10709,OTP SK II.,108,52,48.15%
35.,Lajos Tiborné,13919,Rákosmente AK II.,106,51,48.11%
36.,Jónás Péter,15180,Budai XI SE VIII.-Kontra csoport,77,37,48.05%
37.,Hoffmann Orsolya dr.,16743,Hercules SE II. - Topspin,80,37,46.25%
38.,Tóbiás Zoltán,7502,Kispest SE III.,77,35,45.45%
39.,Vajda József,10700,Pestszentimrei PSE VI.,72,32,44.44%
40.,Kriesh Balázs,22271,Csepel-Sziget SE,68,30,44.12%
41.,Szántó Sándor,10195,Rákosmente AK II.,112,49,43.75%
42.,Tar Csaba,16137,Belvárosi Asztalitenisz Egy. II.,94,41,43.62%
43.,Szlovák Gábor Attila,21927,Budai XI SE XII.-Poén-Vadászok,68,29,42.65%
44.,Jeszenszky Katalin,9182,Csepel-Sziget SE,88,37,42.05%
45.,Pállay Gergely,22302,FKF SK IV.,92,37,40.22%
46.,Hittmann László,14893,Belvárosi Asztalitenisz Egy. II.,75,30,40%
47.,Molnár László,21768,BEAC V.,71,28,39.44%
48.,Hadnagy Levente,19557,High Life SE I.-Diavoli,60,23,38.33%
49.,Czibulya Bence,14457,Csepel-Sziget SE,64,23,35.94%
50.,Nyári Szilvia,22108,Budai XI SE VIII.-Kontra csoport,59,20,33.9%
51.,Kolozsvári Bálint Bence,14443,ESMTK IV.,84,28,33.33%
52.,Mohácsi János,9607,OTP SK II.,64,21,32.81%
53.,Nagy István,21848,Rákosmente AK II.,111,35,31.53%
54.,Ungvári László,21990,Pénzügyőr SE VIII.,98,29,29.59%
55.,Székely Péter,21826,High Life SE I.-Diavoli,88,26,29.55%
56.,Bencsik Gábor,21055,Pénzügyőr SE VIII.,62,17,27.42%
57.,Fritz Tamás,15918,Pénzügyőr SE VIII.,94,25,26.6%
58.,Kiss Sándor,22394,Rákosmente AK II.,81,21,25.93%
59.,Borsos Csaba,21928,Budai XI SE XII.-Poén-Vadászok,60,12,20%
60.,Murányi Szilvia Dóra,19084,FKF SK IV.,84,14,16.67%
61.,Borsi Lajos,9479,ESMTK IV.,90,7,7.78%
62.,Molnár Gábor,8288,FKF SK IV.,72,5,6.94%
