home_player,away_player,sets,resulthome,resultaway,match_number
Kádár Péter dr.,Hadnagy Levente,"['3-11', '5-11', '1-11']",0,3,1
Kádár Péter dr.,Butyka Gyöngyi,"['3-11', '6-11', '1-11']",0,3,5
Kádár Péter dr.,Székely Péter,"['7-11', '8-11', '3-11']",0,3,9
Kádár Péter dr.,Baluka Tamás,"['3-11', '1-11', '2-11']",0,3,13
Huszár Zoltán,Hadnagy Levente,"['11-4', '11-6', '8-11', '11-7']",3,1,14
Huszár Zoltán,Butyka Gyöngyi,"['12-14', '6-11', '7-11']",0,3,2
Huszár Zoltán,Székely Péter,"['9-11', '11-6', '11-9', '4-11']",2,3,6
Huszár Zoltán,Baluka Tamás,"['7-11', '11-8', '11-8', '8-11']",2,3,10
Dezsényiné Horgos Barbara,Hadnagy Levente,"['11-4', '11-6', '2-11', '8-11']",3,2,11
Dezsényiné Horgos Barbara,Butyka Gyöngyi,"['10-12', '11-8', '9-11', '11-9']",3,2,15
Dezsényiné Horgos Barbara,Székely Péter,"['11-8', '6-11', '11-9', '4-11']",3,2,3
Dezsényiné Horgos Barbara,Baluka Tamás,"['7-11', '11-7', '6-11', '5-11']",1,3,7
Somogyi Roland,Hadnagy Levente,"['11-9', '13-11', '8-11', '11-13']",3,2,8
Somogyi Roland,Butyka Gyöngyi,"['7-11', '11-9', '6-11', '10-12']",1,3,12
Somogyi Roland,Székely Péter,"['11-6', '11-8', '11-8']",3,0,16
Somogyi Roland,Baluka Tamás,"['11-8', '10-12', '9-11', '8-11']",1,3,4
