home_player,away_player,sets,resulthome,resultaway,match_number
Mohácsi János,Zsedényi Csaba,[],2,3,1
Mohácsi János,Papp Csaba,[],0,3,5
Mohácsi János,Tomacsek József,[],3,2,9
Mohácsi János,Tapaszti Attila,[],1,3,13
Dezsényiné Horgos Barbara,Zsedényi Csaba,[],3,1,14
Dezsényiné Horgos Barbara,Papp Csaba,[],3,0,2
Dezsényiné Horgos Barbara,Tomacsek József,[],0,3,6
Dezsényiné Horgos Barbara,Tapaszti Attila,[],3,1,10
Borbély János,Zsedényi Csaba,[],1,3,11
Borbély János,Papp Csaba,[],3,0,15
Borbély János,Tomacsek József,[],2,3,3
Borbély János,Tapaszti Attila,[],2,3,7
Somogyi Roland,Zsedényi Csaba,[],2,3,8
Somogyi Roland,Papp Csaba,[],3,2,12
Somogyi Roland,Tomacsek József,[],3,0,16
Somogyi Roland,Tapaszti Attila,[],3,0,4
