home_player,away_player,sets,resulthome,resultaway,match_number
Kisvarga Benjámin,Szabó József,[],3,2,1
Kisvarga Benjámin,Laskovics Levente,[],0,3,5
Kisvarga Benjámin,Sári László,[],3,1,9
Kisvarga Benjámin,Horváth Kálmán,[],3,1,13
Steinbach Roland,Szabó József,[],3,0,14
Steinbach Roland,Laskovics Levente,[],2,3,2
Steinbach Roland,Sári László,[],3,0,6
Steinbach Roland,Horváth Kálmán,[],3,2,10
Andrasek Attila,Szabó József,[],1,3,11
Andrasek Attila,Laskovics Levente,[],0,3,15
Andrasek Attila,Sári László,[],3,0,3
Andrasek Attila,Horváth Kálmán,[],0,3,7
Nincs játékos,Szabó József,[],0,3,8
Nincs játékos,Laskovics Levente,[],0,3,12
Nincs játékos,Sári László,[],0,3,16
Nincs játékos,Horváth Kálmán,[],0,3,4
