home_player,away_player,sets,resulthome,resultaway,match_number
Szántó Gyula,Forgács László,"['7-11', '11-6', '11-1', '11-3']",3,1,1
Szántó Gyula,Szétag-Thész Dorottya,"['11-3', '11-5', '11-5']",3,0,5
Szántó Gyula,Mecenzóf Sándor,"['11-7', '11-3', '11-6']",3,0,9
Szántó Gyula,Szétag Attila,"['11-7', '11-8', '11-6']",3,0,13
Mühl Ágnes,Forgács László,"['11-8', '13-11', '11-8']",3,0,14
Mühl Ágnes,Szétag-Thész Dorottya,"['11-1', '11-6', '11-6']",3,0,2
Mühl Ágnes,Mecenzóf Sándor,"['11-7', '11-4', '11-7']",3,0,6
Mühl Ágnes,Szétag Attila,"['11-6', '1-11', '8-11', '11-3']",2,3,10
Péntek Tibor,Forgács László,"['4-11', '9-11', '11-4', '10-12']",1,3,11
Péntek Tibor,Szétag-Thész Dorottya,"['12-10', '7-11', '6-11', '13-11']",2,3,15
Péntek Tibor,Mecenzóf Sándor,"['5-11', '7-11', '11-4', '15-13']",2,3,3
Péntek Tibor,Szétag Attila,"['8-11', '11-4', '11-9', '5-11']",2,3,7
Radu Doru,Forgács László,"['11-4', '9-11', '11-3', '11-8']",3,1,8
Radu Doru,Szétag-Thész Dorottya,"['11-7', '11-7', '11-5']",3,0,12
Radu Doru,Mecenzóf Sándor,"['11-9', '11-7', '11-6']",3,0,16
Radu Doru,Szétag Attila,"['5-11', '11-13', '6-11']",0,3,4
