home_player,away_player,sets,resulthome,resultaway,match_number
Kriston ZsoltPataki Bálint Szabolcs,Radu Doru,"['11-4', '11-0', '11-2']",3,0,1
Kriston ZsoltPataki Bálint Szabolcs,Mühl Ágnes,"['11-5', '11-6', '16-14']",3,0,5
Kriston ZsoltPataki Bálint Szabolcs,Oláh Attila,"['11-7', '11-6', '11-8']",3,0,9
Kriston ZsoltPataki Bálint Szabolcs,Szántó Gyula,"['3-11', '5-11', '8-11']",0,3,13
Pergel János,Radu Doru,"['3-11', '11-5', '5-11', '9-11']",1,3,14
Pergel János,Mühl Ágnes,"['11-8', '6-11', '10-12', '11-5']",2,3,2
Pergel János,Oláh Attila,"['11-6', '9-11', '10-12', '8-11']",1,3,6
Pergel János,Szántó Gyula,"['5-11', '7-11', '3-11']",0,3,10
Matalin Bogdán,Radu Doru,"['11-8', '13-11', '12-10']",3,0,11
Matalin Bogdán,Mühl Ágnes,"['11-4', '11-9', '11-9']",3,0,15
Matalin Bogdán,Oláh Attila,"['14-12', '11-9', '11-4']",3,0,3
Matalin Bogdán,Szántó Gyula,"['10-12', '11-6', '11-8', '11-9']",3,1,7
Héjj Tamás,Radu Doru,"['11-1', '11-1', '11-3']",3,0,8
Héjj Tamás,Mühl Ágnes,"['11-9', '11-8', '12-10']",3,0,12
Héjj Tamás,Oláh Attila,"['11-9', '11-4', '11-8']",3,0,16
Héjj Tamás,Szántó Gyula,"['12-10', '11-2', '11-7']",3,0,4
