home_player,away_player,sets,resulthome,resultaway,match_number
Mühl Gabriella,Petri Zoltán,[],3,0,1
Mühl Gabriella,Varga Gergely,[],3,2,5
Mühl Gabriella,Pintér Róbert,[],0,3,9
Mühl Gabriella,Kollár Tamás,[],0,3,13
Maczenkó Ferenc,Petri Zoltán,[],3,1,14
Maczenkó Ferenc,Varga Gergely,[],2,3,2
Maczenkó Ferenc,Pintér Róbert,[],2,3,6
Maczenkó Ferenc,Kollár Tamás,[],0,3,10
Pinczés Attila,Petri Zoltán,[],3,1,11
Pinczés Attila,Varga Gergely,[],3,2,15
Pinczés Attila,Pintér Róbert,[],3,1,3
Pinczés Attila,Kollár Tamás,[],3,1,7
Szabó Attila,Petri Zoltán,[],3,0,8
Szabó Attila,Varga Gergely,[],3,0,12
Szabó Attila,Pintér Róbert,[],3,1,16
Szabó Attila,Kollár Tamás,[],1,3,4
