home_player,away_player,sets,resulthome,resultaway,match_number
Rugási László,Kricsfalusy Kornél,"['11-9', '11-7', '8-11', '13-15']",3,2,1
Rugási László,Baló András,"['11-6', '9-11', '11-8', '11-6']",3,1,5
Rugási László,Maruzs Bence dr.,"['11-6', '11-7', '11-8']",3,0,9
Rugási László,Nagy Gábor Zsolt,"['6-11', '9-11', '6-11']",0,3,13
Prinyi Csaba,Kricsfalusy Kornél,"['11-7', '11-7', '10-12', '7-11']",2,3,14
Prinyi Csaba,Baló András,"['11-2', '8-11', '11-7', '8-11']",2,3,2
Prinyi Csaba,Maruzs Bence dr.,"['11-6', '5-11', '8-11', '9-11']",1,3,6
Prinyi Csaba,Nagy Gábor Zsolt,"['3-11', '11-8', '7-11', '4-11']",1,3,10
Szőnyi Márta,Kricsfalusy Kornél,"['11-9', '11-9', '4-11', '7-11']",3,2,11
Szőnyi Márta,Baló András,"['10-12', '11-7', '6-11', '9-11']",1,3,15
Szőnyi Márta,Maruzs Bence dr.,"['9-11', '6-11', '12-10', '11-5']",3,2,3
Szőnyi Márta,Nagy Gábor Zsolt,"['7-11', '11-7', '2-11', '6-11']",1,3,7
Olbort Attila,Kricsfalusy Kornél,"['9-11', '7-11', '8-11']",0,3,8
Olbort Attila,Baló András,"['8-11', '11-9', '3-11', '11-9']",2,3,12
Olbort Attila,Maruzs Bence dr.,"['4-11', '8-11', '5-11']",0,3,16
Olbort Attila,Nagy Gábor Zsolt,"['3-11', '11-9', '2-11', '8-11']",1,3,4
