home_player,away_player,sets,resulthome,resultaway,match_number
Nguyen Duc Dániel,Szabó Dénes,"['11-7', '11-9', '11-4']",3,0,1
Nguyen Duc Dániel,Bódis Attila,"['9-11', '8-11', '11-7', '11-8']",3,2,5
Nguyen Duc Dániel,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,9
Nguyen Duc Dániel,Balog Tamás,"['11-4', '11-5', '11-9']",3,0,13
Nguyen Anh Phuong,Szabó Dénes,"['9-11', '12-10', '8-11', '11-3']",3,2,14
Nguyen Anh Phuong,Bódis Attila,"['11-9', '5-11', '11-7', '9-11']",3,2,2
Nguyen Anh Phuong,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,6
Nguyen Anh Phuong,Balog Tamás,"['7-11', '6-11', '11-7', '6-11']",1,3,10
Tran Trung Kien,Szabó Dénes,"['11-7', '11-6', '8-11', '11-9']",3,1,11
Tran Trung Kien,Bódis Attila,"['11-7', '9-11', '8-11', '7-11']",1,3,15
Tran Trung Kien,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,3
Tran Trung Kien,Balog Tamás,"['12-10', '8-11', '11-6', '11-7']",3,1,7
Kovács Krisztián,Szabó Dénes,"['11-5', '9-11', '11-5', '11-9']",3,1,8
Kovács Krisztián,Bódis Attila,"['11-9', '11-7', '11-4']",3,0,12
Kovács Krisztián,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,16
Kovács Krisztián,Balog Tamás,"['12-10', '11-5', '6-11', '11-4']",3,1,4
