home_player,away_player,sets,resulthome,resultaway,match_number
Péntek Tibor,Bunsits József,[],3,0,1
Péntek Tibor,Erdei István,[],1,3,5
Péntek Tibor,Kovács Zoltán,[],3,1,9
Péntek Tibor,Csima Viktor,[],3,0,13
Tóbiás ZoltánKozák Milán,Bunsits József,[],3,0,14
Tóbiás ZoltánKozák Milán,Erdei István,[],0,3,2
Tóbiás ZoltánKozák Milán,Kovács Zoltán,[],0,3,6
Tóbiás ZoltánKozák Milán,Csima Viktor,[],0,3,10
Katona Gábor,Bunsits József,[],1,3,11
Katona Gábor,Erdei István,[],1,3,15
Katona Gábor,Kovács Zoltán,[],1,3,3
Katona Gábor,Csima Viktor,[],1,3,7
Bercsényi Tibor,Bunsits József,[],3,1,8
Bercsényi Tibor,Erdei István,[],1,3,12
Bercsényi Tibor,Kovács Zoltán,[],3,0,16
Bercsényi Tibor,Csima Viktor,[],3,1,4
