home_player,away_player,sets,resulthome,resultaway,match_number
Nagy Ferenc,Szabó Tamás,[],2,3,1
Nagy Ferenc,Sziller Árpád József,[],1,3,5
Nagy Ferenc,Matulai Csaba,[],0,3,9
Nagy Ferenc,Cseri Dániel,[],3,1,13
Palágyi Tivadar,Szabó Tamás,[],3,2,14
Palágyi Tivadar,Sziller Árpád József,[],0,3,2
Palágyi Tivadar,Matulai Csaba,[],1,3,6
Palágyi Tivadar,Cseri Dániel,[],1,3,10
Jászay László,Szabó Tamás,[],0,3,11
Jászay László,Sziller Árpád József,[],1,3,15
Jászay László,Matulai Csaba,[],0,3,3
Jászay László,Cseri Dániel,[],0,3,7
Hídvégi Lajos,Szabó Tamás,[],0,3,8
Hídvégi Lajos,Sziller Árpád József,[],0,3,12
Hídvégi Lajos,Matulai Csaba,[],0,3,16
Hídvégi Lajos,Cseri Dániel,[],0,3,4
