home_player,away_player,sets,resulthome,resultaway,match_number
Papp Nándor,Fehér Balázs,[],0,3,1
Papp Nándor,Kárpáti Ágoston,[],0,3,5
Papp Nándor,Vida Dávid,[],1,3,9
Papp Nándor,Hajdu Ákos,[],1,3,13
Szűcs Gergely,Fehér Balázs,[],1,3,14
Szűcs Gergely,Kárpáti Ágoston,[],2,3,2
Szűcs Gergely,Vida Dávid,[],3,0,6
Szűcs Gergely,Hajdu Ákos,[],0,3,10
Padla László,Fehér Balázs,[],1,3,11
Padla László,Kárpáti Ágoston,[],3,2,15
Padla László,Vida Dávid,[],1,3,3
Padla László,Hajdu Ákos,[],3,0,7
Nincs játékos,Fehér Balázs,[],0,3,8
Nincs játékos,Kárpáti Ágoston,[],0,3,12
Nincs játékos,Vida Dávid,[],0,3,16
Nincs játékos,Hajdu Ákos,[],0,3,4
