home_player,away_player,sets,resulthome,resultaway,match_number
Nyírő Zsolt,Padla László,[],1,3,1
Nyírő Zsolt,Balog István,[],2,3,5
Nyírő Zsolt,Bősz Gábor,[],1,3,9
Nyírő Zsolt,Tóth Károly,[],0,3,13
Nozicska József,Padla László,[],3,0,14
Nozicska József,Balog István,[],3,1,2
Nozicska József,Bősz Gábor,[],3,2,6
Nozicska József,Tóth Károly,[],3,0,10
Weszelovszky Zoltán,Padla László,[],2,3,11
Weszelovszky Zoltán,Balog István,[],3,0,15
Weszelovszky Zoltán,Bősz Gábor,[],3,1,3
Weszelovszky Zoltán,Tóth Károly,[],3,2,7
Nincs játékos,Padla László,[],0,3,8
Nincs játékos,Balog István,[],0,3,12
Nincs játékos,Bősz Gábor,[],0,3,16
Nincs játékos,Tóth Károly,[],0,3,4
