position,name,license,team,matches,wins,win_percentage
1.,Klampár Tibor,10316,Shopsport SE,117,116,99.15%
2.,Leinweber Zoltán,11164,BKV Előre  SC II.,116,113,97.41%
3.,Török Attila,8388,Budai XI SE X.,120,110,91.67%
4.,Jónás Csaba,11283,Multi Sport SE I.,104,95,91.35%
5.,Schwáb Vilmos,17588,MAFC III.-PANCHO,73,63,86.3%
6.,Németh Bence,12781,OVIT SE II.,104,88,84.62%
7.,Tóth Zsolt,10831,OVIT SE II.,112,89,79.46%
8.,Katus Ferenc,9896,MAFC III.-PANCHO,92,73,79.35%
9.,Bencsik Gergely,9503,OVIT SE II.,96,75,78.13%
10.,Szabó Csilla,15692,Budai XI SE IV.-Kontra cs.,92,70,76.09%
11.,Farkas Ágnes,11461,OVIT SE II.,112,85,75.89%
12.,Németh Tamás,17304,ESZVK-Parazsak,120,88,73.33%
13.,Borsi Eszter,15631,BPPK SE II.,73,53,72.6%
14.,Szétag Attila,8716,ABC Centerline III.,120,85,70.83%
,Péli László,13457,Multi Sport SE I.,72,51,70.83%
16.,Bella Balázs,8731,Budai XI SE IV.-Kontra cs.,92,64,69.57%
17.,Mayer József,9088,KSI SE VI.,109,75,68.81%
18.,Sipos Zoltán,8301,BKV Előre  SC II.,120,82,68.33%
19.,Borbély Andor,10085,Kőbánya SC II.,120,81,67.5%
20.,Boros László,10086,Kőbánya SC II.,120,80,66.67%
21.,Klampár-Leskó Edina,10172,Shopsport SE,117,75,64.1%
22.,Stirling Tamás dr.,11591,Szufla SE V.-Ragazzart,120,74,61.67%
23.,Rácz Sándor,17526,ABC Centerline III.,112,69,61.61%
24.,Takács János,16850,Budai XI SE X.,88,51,57.95%
25.,Kardos Csaba,9372,MVM SE II.,100,56,56%
26.,Makkai Katalin,14226,MVM SE II.,92,51,55.43%
27.,Dibusz Tibor,17264,Multi Sport SE I.,104,57,54.81%
28.,Vági Rudolf,8395,Brumi Szöcske Team I.,84,45,53.57%
29.,Simon Dávid,10280,ESZVK-Parazsak,88,47,53.41%
30.,Falusi István,9577,MAFC III.-PANCHO,89,47,52.81%
31.,Kovács Attila,12581,MAFC III.-PANCHO,101,53,52.48%
32.,Wehovszky Tamás,8563,KSI SE VI.,117,61,52.14%
33.,Márki László,18359,BPPK SE II.,76,39,51.32%
34.,Székely András dr.,8732,Budai XI SE IV.-Kontra cs.,76,38,50%
35.,Farkas Zoltán,11861,ESMTK V.,104,50,48.08%
36.,Szétag-Thész Dorottya,8419,ABC Centerline III.,108,51,47.22%
37.,Schmidt Attila,16491,MAFC III.-PANCHO,93,43,46.24%
38.,Igaly Katalin,11281,MVM SE II.,112,50,44.64%
39.,Mucsina István,10699,Szufla SE V.-Ragazzart,100,44,44%
40.,Makai Ákos,8691,ABC Centerline III.,96,40,41.67%
41.,László Imre,13895,ESMTK V.,100,41,41%
42.,Brumár János,10772,Brumi Szöcske Team I.,116,46,39.66%
43.,Szántó Sándor,10195,Shopsport SE,81,32,39.51%
44.,Fábián Ferenc,15724,Szufla SE V.-Ragazzart,112,41,36.61%
45.,Órai Dezső,14221,ESZVK-Parazsak,84,30,35.71%
46.,Bende Attila,9941,Budai XI SE IV.-Kontra cs.,76,27,35.53%
47.,Kálnoky Diána Tímea,17829,BPPK SE II.,81,28,34.57%
48.,Huszár Zoltán,10709,Szufla SE V.-Ragazzart,112,37,33.04%
49.,Szijártó József,8561,KSI SE VI.,109,35,32.11%
50.,Stroh Tamás,14046,Budai XI SE X.,100,32,32%
51.,Csizmás Ferenc,12931,Multi Sport SE I.,104,33,31.73%
52.,Berki Balázs dr.,14050,ESZVK-Parazsak,92,29,31.52%
53.,Fekete Viktor György,12678,Brumi Szöcske Team I.,108,34,31.48%
54.,Kádár Mihály,9091,KSI SE VI.,105,32,30.48%
55.,Dósay Tamás,16689,Shopsport SE,89,25,28.09%
56.,Erdélyi László,12193,BKV Előre  SC II.,80,21,26.25%
57.,Bunsits József,8593,ESMTK V.,88,22,25%
,Paál György,13896,ESMTK V.,72,18,25%
59.,Ferencsák József,9373,MVM SE II.,76,17,22.37%
60.,Szilágyi László,10107,Kőbánya SC II.,108,21,19.44%
