home_player,away_player,sets,resulthome,resultaway,match_number
Tran Trung Kien,Kollár Tamás,"['11-5', '11-8', '11-7']",3,0,1
Tran Trung Kien,Pintér Róbert,"['10-12', '12-14', '8-11']",0,3,5
Tran Trung Kien,Hanyecz Attila,"['11-3', '10-12', '11-8', '11-3']",3,1,9
Tran Trung Kien,Pecsenyánszky Márton,"['11-7', '12-10', '11-3']",3,0,13
Nguyen Anh Phuong,Kollár Tamás,[],3,2,14
Nguyen Anh Phuong,Pintér Róbert,[],3,2,2
Nguyen Anh Phuong,Hanyecz Attila,[],3,1,6
Nguyen Anh Phuong,Pecsenyánszky Márton,[],3,0,10
Rajmon Attila,Kollár Tamás,"['5-11', '8-11', '5-11']",0,3,11
Rajmon Attila,Pintér Róbert,"['9-11', '8-11', '6-11']",0,3,15
Rajmon Attila,Hanyecz Attila,"['10-12', '3-11', '11-4', '7-11']",1,3,3
Rajmon Attila,Pecsenyánszky Márton,"['11-8', '11-8', '5-11', '12-10']",3,1,7
Sinka CsabaLőkös Csaba,Kollár Tamás,[],3,0,8
Sinka CsabaLőkös Csaba,Pintér Róbert,[],0,3,12
Sinka CsabaLőkös Csaba,Hanyecz Attila,[],0,3,16
Sinka CsabaLőkös Csaba,Pecsenyánszky Márton,[],3,2,4
