home_player,away_player,sets,resulthome,resultaway,match_number
Matulai Csaba,Székely Szabolcs,[],3,0,1
Matulai Csaba,Marossy Dénes,[],3,0,5
Matulai Csaba,Pálfy János Jakab,[],3,1,9
Matulai Csaba,Keresztény Ádám,[],3,0,13
Cseri Dániel,Székely Szabolcs,[],3,0,14
Cseri Dániel,Marossy Dénes,[],3,1,2
Cseri Dániel,Pálfy János Jakab,[],0,3,6
Cseri Dániel,Keresztény Ádám,[],2,3,10
Sziller Árpád József,Székely Szabolcs,[],3,1,11
Sziller Árpád József,Marossy Dénes,[],3,0,15
Sziller Árpád József,Pálfy János Jakab,[],3,1,3
Sziller Árpád József,Keresztény Ádám,[],1,3,7
Sági Csaba,Székely Szabolcs,[],3,1,8
Sági Csaba,Marossy Dénes,[],2,3,12
Sági Csaba,Pálfy János Jakab,[],1,3,16
Sági Csaba,Keresztény Ádám,[],3,1,4
